ts,round,wave,agent,x_families,y,model,split,metric,value,coverage,notes
2026-09-19T02:19,R4,4,234af73a,D-vs-E,y5_ap_od30_ownp80,leak_d_supp_hhi,train,spearman_e_delay_paid,-0.0378199,1.0000,"train any-Y5; pearson=0.05636887527045636; fail=False; E comparator only, not X"
2026-09-19T02:19,R4,4,234af73a,D-vs-E,y5_ap_od30_ownp80,leak_d_supp_hhi,train,spearman_e_delay_coll,0.0274505,1.0000,"train any-Y5; pearson=0.03947277424720859; fail=False; E comparator only, not X"
2026-09-19T02:19,R4,4,234af73a,D-vs-E,y5_ap_od30_ownp80,leak_d_cust_hhi,train,spearman_e_ap_overdue_30,0.0420147,1.0000,"train any-Y5; pearson=0.03228453101700624; fail=False; E comparator only, not X"
2026-09-19T02:19,R4,4,234af73a,D-vs-E,y5_ap_od30_ownp80,leak_d_cust_hhi,train,spearman_e_ar_overdue_30,0.117313,1.0000,"train any-Y5; pearson=0.09553603344096032; fail=False; E comparator only, not X"
2026-09-19T02:19,R4,4,234af73a,D-vs-E,y5_ap_od30_ownp80,leak_d_cust_hhi,train,spearman_e_delay_paid,0.0580314,1.0000,"train any-Y5; pearson=0.07819627387423152; fail=False; E comparator only, not X"
2026-09-19T02:19,R4,4,234af73a,D-vs-E,y5_ap_od30_ownp80,leak_d_cust_hhi,train,spearman_e_delay_coll,-0.140704,1.0000,"train any-Y5; pearson=-0.007960644829407764; fail=False; E comparator only, not X"
2026-09-19T02:19,R4,4,234af73a,A-vs-E,y5_ap_od30_ownp80,leak_a_out6,train,spearman_e_ap_overdue_30,-0.11935,1.0000,"train any-Y5; pearson=-0.007944322842623116; fail=False; E comparator only, not X"
2026-09-19T02:19,R4,4,234af73a,A-vs-E,y5_ap_od30_ownp80,leak_a_out6,train,spearman_e_ar_overdue_30,-0.0759857,1.0000,"train any-Y5; pearson=0.012230769468555506; fail=False; E comparator only, not X"
2026-09-19T02:19,R4,4,234af73a,A-vs-E,y5_ap_od30_ownp80,leak_a_out6,train,spearman_e_delay_paid,-0.119162,1.0000,"train any-Y5; pearson=0.029855977169877965; fail=False; E comparator only, not X"
2026-09-19T02:19,R4,4,234af73a,A-vs-E,y5_ap_od30_ownp80,leak_a_out6,train,spearman_e_delay_coll,-0.175364,1.0000,"train any-Y5; pearson=0.036080054637883656; fail=False; E comparator only, not X"
2026-09-19T02:19,R4,4,234af73a,L-vs-E,y5_ap_od30_ownp80,leak_log1p_a_in3,train,spearman_e_ap_overdue_30,-0.110309,1.0000,"train any-Y5; pearson=-0.13604836002901494; fail=False; E comparator only, not X"
2026-09-19T02:19,R4,4,234af73a,L-vs-E,y5_ap_od30_ownp80,leak_log1p_a_in3,train,spearman_e_ar_overdue_30,-0.096787,1.0000,"train any-Y5; pearson=-0.10063653272907722; fail=False; E comparator only, not X"
2026-09-19T02:19,R4,4,234af73a,L-vs-E,y5_ap_od30_ownp80,leak_log1p_a_in3,train,spearman_e_delay_paid,-0.0612183,1.0000,"train any-Y5; pearson=-0.03838774278148546; fail=False; E comparator only, not X"
2026-09-19T02:19,R4,4,234af73a,L-vs-E,y5_ap_od30_ownp80,leak_log1p_a_in3,train,spearman_e_delay_coll,-0.112696,1.0000,"train any-Y5; pearson=-0.06388109442096432; fail=False; E comparator only, not X"
2026-09-19T02:19,R4,4,234af73a,C-vs-E,y5_ap_od30_ownp80,leak_c_n_days_with_tx,train,spearman_e_ap_overdue_30,-0.0912656,1.0000,"train any-Y5; pearson=-0.11252327910945042; fail=False; E comparator only, not X"
2026-09-19T02:19,R4,4,234af73a,C-vs-E,y5_ap_od30_ownp80,leak_c_n_days_with_tx,train,spearman_e_ar_overdue_30,-0.0756312,1.0000,"train any-Y5; pearson=-0.0704679060583495; fail=False; E comparator only, not X"
2026-09-19T02:19,R4,4,234af73a,C-vs-E,y5_ap_od30_ownp80,leak_c_n_days_with_tx,train,spearman_e_delay_paid,-0.054343,1.0000,"train any-Y5; pearson=-0.13700333804285278; fail=False; E comparator only, not X"
2026-09-19T02:19,R4,4,234af73a,C-vs-E,y5_ap_od30_ownp80,leak_c_n_days_with_tx,train,spearman_e_delay_coll,-0.0718168,1.0000,"train any-Y5; pearson=-0.11857802917215707; fail=False; E comparator only, not X"
2026-09-19T02:19,R4,4,234af73a,A-vs-E,y5_ap_od30_ownp80,leak_a_io_ratio,train,spearman_e_ap_overdue_30,0.0194107,1.0000,"train any-Y5; pearson=-0.018499526507554112; fail=False; E comparator only, not X"
2026-09-19T02:19,R4,4,234af73a,A-vs-E,y5_ap_od30_ownp80,leak_a_io_ratio,train,spearman_e_ar_overdue_30,0.00538199,1.0000,"train any-Y5; pearson=-0.01671519470121732; fail=False; E comparator only, not X"
2026-09-19T02:19,R4,4,234af73a,A-vs-E,y5_ap_od30_ownp80,leak_a_io_ratio,train,spearman_e_delay_paid,0.103559,1.0000,"train any-Y5; pearson=0.008751293258410172; fail=False; E comparator only, not X"
2026-09-19T02:19,R4,4,234af73a,A-vs-E,y5_ap_od30_ownp80,leak_a_io_ratio,train,spearman_e_delay_coll,0.110561,1.0000,"train any-Y5; pearson=-0.05207647484063407; fail=False; E comparator only, not X"
2026-09-19T02:19,R4,4,234af73a,C-vs-E,y5_ap_od30_ownp80,leak_c_gap_sd,train,spearman_e_ap_overdue_30,0.0548958,1.0000,"train any-Y5; pearson=0.1453197869941648; fail=False; E comparator only, not X"
2026-09-19T02:19,R4,4,234af73a,C-vs-E,y5_ap_od30_ownp80,leak_c_gap_sd,train,spearman_e_ar_overdue_30,0.0548058,1.0000,"train any-Y5; pearson=0.10492096989718318; fail=False; E comparator only, not X"
2026-09-19T02:19,R4,4,234af73a,C-vs-E,y5_ap_od30_ownp80,leak_c_gap_sd,train,spearman_e_delay_paid,0.0430533,1.0000,"train any-Y5; pearson=0.11306630355405417; fail=False; E comparator only, not X"
2026-09-19T02:19,R4,4,234af73a,C-vs-E,y5_ap_od30_ownp80,leak_c_gap_sd,train,spearman_e_delay_coll,0.0597233,1.0000,"train any-Y5; pearson=0.09653013437624978; fail=False; E comparator only, not X"
2026-09-19T02:19,R4,4,234af73a,D-vs-E,y5_ap_od30_ownp80,leak_d_tx_cp_share,train,spearman_e_ap_overdue_30,-0.112642,1.0000,"train any-Y5; pearson=-0.06658708305331662; fail=False; E comparator only, not X"
2026-09-19T02:19,R4,4,234af73a,D-vs-E,y5_ap_od30_ownp80,leak_d_tx_cp_share,train,spearman_e_ar_overdue_30,-0.0743727,1.0000,"train any-Y5; pearson=-0.05578169216352441; fail=False; E comparator only, not X"
2026-09-19T02:19,R4,4,234af73a,D-vs-E,y5_ap_od30_ownp80,leak_d_tx_cp_share,train,spearman_e_delay_paid,-0.048256,1.0000,"train any-Y5; pearson=-0.005648608440880028; fail=False; E comparator only, not X"
2026-09-19T02:19,R4,4,234af73a,D-vs-E,y5_ap_od30_ownp80,leak_d_tx_cp_share,train,spearman_e_delay_coll,0.107058,1.0000,"train any-Y5; pearson=0.011585155648676172; fail=False; E comparator only, not X"
2026-09-19T02:19,R4,4,234af73a,H-vs-E,y5_ap_od30_ownp80,leak_h_group_size,train,spearman_e_ap_overdue_30,-0.0809422,1.0000,"train any-Y5; pearson=-0.05922313495757473; fail=False; E comparator only, not X"
2026-09-19T02:19,R4,4,234af73a,H-vs-E,y5_ap_od30_ownp80,leak_h_group_size,train,spearman_e_ar_overdue_30,-0.0367651,1.0000,"train any-Y5; pearson=-0.0412116746063871; fail=False; E comparator only, not X"
2026-09-19T02:19,R4,4,234af73a,H-vs-E,y5_ap_od30_ownp80,leak_h_group_size,train,spearman_e_delay_paid,-0.0112416,1.0000,"train any-Y5; pearson=0.007928806030105257; fail=False; E comparator only, not X"
2026-09-19T02:19,R4,4,234af73a,H-vs-E,y5_ap_od30_ownp80,leak_h_group_size,train,spearman_e_delay_coll,0.0235645,1.0000,"train any-Y5; pearson=-0.023517363967225164; fail=False; E comparator only, not X"
2026-09-19T02:19,R4,4,234af73a,-,y5_ap_od30_ownp80,y5_holdout_coverage,train,n_pos,14,1.0000,LOW_POWER; n=195 pos=14 cos=28 pos_cos=8; not an AUROC claim
2026-09-19T02:19,R4,4,234af73a,-,y5_ar_od30_sust,y5_holdout_coverage,train,n_pos,8,1.0000,LOW_POWER; n=165 pos=8 cos=23 pos_cos=5; not an AUROC claim
2026-09-19T02:19,R4,4,234af73a,-,y5_ap_delay_up15,y5_holdout_coverage,train,n_pos,8,1.0000,LOW_POWER; n=171 pos=8 cos=27 pos_cos=4; not an AUROC claim
2026-09-19T02:19,R4,4,234af73a,D,y5_ap_od30_ownp80,single_d_supp_hhi,cv5_group,auroc,0.538629,0.9994,Q6 honest 1m; lag=0; CV=0.5386±0.044; never t3; never E
2026-09-19T02:19,R4,4,234af73a,D,y5_ap_od30_ownp80,single_d_supp_hhi_lag1,cv5_group,auroc,0.549224,0.9994,Q6 honest 1m; lag=1; CV=0.5492±0.055; never t3; never E
2026-09-19T02:19,R4,4,234af73a,A,y5_ap_od30_ownp80,single_a_io_ratio,cv5_group,auroc,0.52526,1.0000,Q6 honest 1m; lag=0; CV=0.5253±0.039; never t3; never E
2026-09-19T02:19,R4,4,234af73a,A,y5_ap_od30_ownp80,single_a_io_ratio_lag1,cv5_group,auroc,0.527875,1.0000,Q6 honest 1m; lag=1; CV=0.5279±0.044; never t3; never E
2026-09-19T02:19,R4,4,234af73a,H,y5_ap_od30_ownp80,single_h_group_size,cv5_group,auroc,0.581498,1.0000,Q6 honest 1m; lag=0; CV=0.5815±0.086; never t3; never E
2026-09-19T02:19,R4,4,234af73a,H,y5_ap_od30_ownp80,single_h_group_size_lag1,cv5_group,auroc,0.581498,1.0000,Q6 honest 1m; lag=1; CV=0.5815±0.086; never t3; never E
2026-09-19T02:19,R4,4,234af73a,D,y5_ar_od30_sust,single_d_cust_hhi,cv5_group,auroc,0.464421,0.9988,Q6 honest 1m; lag=0; CV=0.4644±0.065; never t3; never E
2026-09-19T02:19,R4,4,234af73a,D,y5_ar_od30_sust,single_d_cust_hhi_lag1,cv5_group,auroc,0.46048,0.9985,Q6 honest 1m; lag=1; CV=0.4605±0.070; never t3; never E
2026-09-19T02:19,R4,4,234af73a,A,y5_ar_od30_sust,single_a_io_ratio,cv5_group,auroc,0.485731,1.0000,Q6 honest 1m; lag=0; CV=0.4857±0.091; never t3; never E
2026-09-19T02:19,R4,4,234af73a,A,y5_ar_od30_sust,single_a_io_ratio_lag1,cv5_group,auroc,0.482641,1.0000,Q6 honest 1m; lag=1; CV=0.4826±0.099; never t3; never E
2026-09-19T02:19,R4,4,234af73a,D,y5_ar_od30_sust,single_d_tx_cp_share,cv5_group,auroc,0.576499,0.9979,Q6 honest 1m; lag=0; CV=0.5765±0.079; never t3; never E
2026-09-19T02:19,R4,4,234af73a,D,y5_ar_od30_sust,single_d_tx_cp_share_lag1,cv5_group,auroc,0.562924,0.9979,Q6 honest 1m; lag=1; CV=0.5629±0.075; never t3; never E
2026-09-19T02:19,R4,4,234af73a,D,y5_ap_od30_ownp80,d_supp_hhi_quintile,train,y_rate_q1,0.09684,0.2001,"train labeled cuts; n=981 pos=95 interval=(0.00563, 0.117]; up=False down=False tail=False"
2026-09-19T02:19,R4,4,234af73a,D,y5_ap_od30_ownp80,d_supp_hhi_quintile,train,y_rate_q2,0.0928571,0.1999,"train labeled cuts; n=980 pos=91 interval=(0.117, 0.218]; up=False down=False tail=False"
2026-09-19T02:19,R4,4,234af73a,D,y5_ap_od30_ownp80,d_supp_hhi_quintile,train,y_rate_q3,0.0743381,0.2003,"train labeled cuts; n=982 pos=73 interval=(0.218, 0.342]; up=False down=False tail=False"
2026-09-19T02:19,R4,4,234af73a,D,y5_ap_od30_ownp80,d_supp_hhi_quintile,train,y_rate_q4,0.0838446,0.1995,"train labeled cuts; n=978 pos=82 interval=(0.342, 0.532]; up=False down=False tail=False"
2026-09-19T02:19,R4,4,234af73a,D,y5_ap_od30_ownp80,d_supp_hhi_quintile,train,y_rate_q5,0.0784913,0.2001,"train labeled cuts; n=981 pos=77 interval=(0.532, 1.0]; up=False down=False tail=False"
2026-09-19T02:19,R4,4,234af73a,D,y5_ar_od30_sust,d_supp_hhi_quintile,train,y_rate_q1,0.0558912,0.2001,"train labeled cuts; n=662 pos=37 interval=(0.011, 0.106]; up=False down=False tail=False"
2026-09-19T02:19,R4,4,234af73a,D,y5_ar_od30_sust,d_supp_hhi_quintile,train,y_rate_q2,0.0694864,0.2001,"train labeled cuts; n=662 pos=46 interval=(0.106, 0.191]; up=False down=False tail=False"
2026-09-19T02:19,R4,4,234af73a,D,y5_ar_od30_sust,d_supp_hhi_quintile,train,y_rate_q3,0.0786687,0.1998,"train labeled cuts; n=661 pos=52 interval=(0.191, 0.308]; up=False down=False tail=False"
2026-09-19T02:19,R4,4,234af73a,D,y5_ar_od30_sust,d_supp_hhi_quintile,train,y_rate_q4,0.0755287,0.2001,"train labeled cuts; n=662 pos=50 interval=(0.308, 0.504]; up=False down=False tail=False"
2026-09-19T02:19,R4,4,234af73a,D,y5_ar_od30_sust,d_supp_hhi_quintile,train,y_rate_q5,0.0770393,0.2001,"train labeled cuts; n=662 pos=51 interval=(0.504, 1.0]; up=False down=False tail=False"
2026-09-19T02:19,R4,4,234af73a,D,y5_ap_od30_ownp80,d_cust_hhi_quintile,train,y_rate_q1,0.0639013,0.2000,"train labeled cuts; n=892 pos=57 interval=(0.0017599999999999998, 0.129]; up=False down=False tail=False"
2026-09-19T02:19,R4,4,234af73a,D,y5_ap_od30_ownp80,d_cust_hhi_quintile,train,y_rate_q2,0.100897,0.2000,"train labeled cuts; n=892 pos=90 interval=(0.129, 0.318]; up=False down=False tail=False"
2026-09-19T02:19,R4,4,234af73a,D,y5_ap_od30_ownp80,d_cust_hhi_quintile,train,y_rate_q3,0.0975336,0.2000,"train labeled cuts; n=892 pos=87 interval=(0.318, 0.564]; up=False down=False tail=False"
2026-09-19T02:19,R4,4,234af73a,D,y5_ap_od30_ownp80,d_cust_hhi_quintile,train,y_rate_q4,0.0874439,0.2000,"train labeled cuts; n=892 pos=78 interval=(0.564, 0.945]; up=False down=False tail=False"
2026-09-19T02:19,R4,4,234af73a,D,y5_ap_od30_ownp80,d_cust_hhi_quintile,train,y_rate_q5,0.0773543,0.2000,"train labeled cuts; n=892 pos=69 interval=(0.945, 1.0]; up=False down=False tail=False"
2026-09-19T02:19,R4,4,234af73a,D,y5_ar_od30_sust,d_cust_hhi_quintile,train,y_rate_q1,0.0603318,0.2002,"train labeled cuts; n=663 pos=40 interval=(0.0017599999999999998, 0.108]; up=False down=False tail=False"
2026-09-19T02:19,R4,4,234af73a,D,y5_ar_od30_sust,d_cust_hhi_quintile,train,y_rate_q2,0.0861027,0.1999,"train labeled cuts; n=662 pos=57 interval=(0.108, 0.241]; up=False down=False tail=False"
2026-09-19T02:19,R4,4,234af73a,D,y5_ar_od30_sust,d_cust_hhi_quintile,train,y_rate_q3,0.0785498,0.1999,"train labeled cuts; n=662 pos=52 interval=(0.241, 0.442]; up=False down=False tail=False"
2026-09-19T02:19,R4,4,234af73a,D,y5_ar_od30_sust,d_cust_hhi_quintile,train,y_rate_q4,0.081571,0.1999,"train labeled cuts; n=662 pos=54 interval=(0.442, 0.784]; up=False down=False tail=False"
2026-09-19T02:19,R4,4,234af73a,D,y5_ar_od30_sust,d_cust_hhi_quintile,train,y_rate_q5,0.0513595,0.1999,"train labeled cuts; n=662 pos=34 interval=(0.784, 1.0]; up=False down=False tail=False"
2026-09-19T02:19,R4,4,234af73a,A,y5_ap_od30_ownp80,a_out6_quintile,train,y_rate_q1,0.0550459,0.2000,"train labeled cuts; n=981 pos=54 interval=(-28157774.900999997, 97077.858]; up=False down=False tail=False"
2026-09-19T02:19,R4,4,234af73a,A,y5_ap_od30_ownp80,a_out6_quintile,train,y_rate_q2,0.0825688,0.2000,"train labeled cuts; n=981 pos=81 interval=(97077.858, 452601.654]; up=False down=False tail=False"
2026-09-19T02:19,R4,4,234af73a,A,y5_ap_od30_ownp80,a_out6_quintile,train,y_rate_q3,0.0825688,0.2000,"train labeled cuts; n=981 pos=81 interval=(452601.654, 1274415.418]; up=False down=False tail=False"
2026-09-19T02:19,R4,4,234af73a,A,y5_ap_od30_ownp80,a_out6_quintile,train,y_rate_q4,0.109072,0.2000,"train labeled cuts; n=981 pos=107 interval=(1274415.418, 4254456.872]; up=False down=False tail=False"
2026-09-19T02:19,R4,4,234af73a,A,y5_ap_od30_ownp80,a_out6_quintile,train,y_rate_q5,0.09684,0.2000,"train labeled cuts; n=981 pos=95 interval=(4254456.872, 17114407320.57]; up=False down=False tail=False"
2026-09-19T02:19,R4,4,234af73a,A,y5_ar_od30_sust,a_out6_quintile,train,y_rate_q1,0.0542986,0.2000,"train labeled cuts; n=663 pos=36 interval=(-28157774.900999997, 151264.498]; up=False down=False tail=False"
2026-09-19T02:19,R4,4,234af73a,A,y5_ar_od30_sust,a_out6_quintile,train,y_rate_q2,0.0784314,0.2000,"train labeled cuts; n=663 pos=52 interval=(151264.498, 514384.806]; up=False down=False tail=False"
2026-09-19T02:19,R4,4,234af73a,A,y5_ar_od30_sust,a_out6_quintile,train,y_rate_q3,0.0829563,0.2000,"train labeled cuts; n=663 pos=55 interval=(514384.806, 1369367.58]; up=False down=False tail=False"
2026-09-19T02:19,R4,4,234af73a,A,y5_ar_od30_sust,a_out6_quintile,train,y_rate_q4,0.0799397,0.2000,"train labeled cuts; n=663 pos=53 interval=(1369367.58, 4572547.922]; up=False down=False tail=False"
2026-09-19T02:19,R4,4,234af73a,A,y5_ar_od30_sust,a_out6_quintile,train,y_rate_q5,0.0618401,0.2000,"train labeled cuts; n=663 pos=41 interval=(4572547.922, 17114407320.57]; up=False down=False tail=False"
2026-09-19T02:19,R4,4,234af73a,A,y5_ap_od30_ownp80,log1p_a_in3_quintile,train,y_rate_q1,0.0662589,0.2000,"train labeled cuts; n=981 pos=65 interval=(-0.001, 10.696]; up=False down=False tail=False"
2026-09-19T02:19,R4,4,234af73a,A,y5_ap_od30_ownp80,log1p_a_in3_quintile,train,y_rate_q2,0.0846075,0.2000,"train labeled cuts; n=981 pos=83 interval=(10.696, 12.198]; up=False down=False tail=False"
2026-09-19T02:19,R4,4,234af73a,A,y5_ap_od30_ownp80,log1p_a_in3_quintile,train,y_rate_q3,0.069317,0.2000,"train labeled cuts; n=981 pos=68 interval=(12.198, 13.3]; up=False down=False tail=False"
2026-09-19T02:19,R4,4,234af73a,A,y5_ap_od30_ownp80,log1p_a_in3_quintile,train,y_rate_q4,0.108053,0.2000,"train labeled cuts; n=981 pos=106 interval=(13.3, 14.46]; up=False down=False tail=False"
2026-09-19T02:19,R4,4,234af73a,A,y5_ap_od30_ownp80,log1p_a_in3_quintile,train,y_rate_q5,0.0978593,0.2000,"train labeled cuts; n=981 pos=96 interval=(14.46, 22.713]; up=False down=False tail=False"
2026-09-19T02:19,R4,4,234af73a,A,y5_ar_od30_sust,log1p_a_in3_quintile,train,y_rate_q1,0.0723982,0.2000,"train labeled cuts; n=663 pos=48 interval=(-0.001, 11.262]; up=False down=False tail=False"
2026-09-19T02:19,R4,4,234af73a,A,y5_ar_od30_sust,log1p_a_in3_quintile,train,y_rate_q2,0.0618401,0.2000,"train labeled cuts; n=663 pos=41 interval=(11.262, 12.451]; up=False down=False tail=False"
2026-09-19T02:19,R4,4,234af73a,A,y5_ar_od30_sust,log1p_a_in3_quintile,train,y_rate_q3,0.0844646,0.2000,"train labeled cuts; n=663 pos=56 interval=(12.451, 13.474]; up=False down=False tail=False"
2026-09-19T02:19,R4,4,234af73a,A,y5_ar_od30_sust,log1p_a_in3_quintile,train,y_rate_q4,0.066365,0.2000,"train labeled cuts; n=663 pos=44 interval=(13.474, 14.609]; up=False down=False tail=False"
2026-09-19T02:19,R4,4,234af73a,A,y5_ar_od30_sust,log1p_a_in3_quintile,train,y_rate_q5,0.0723982,0.2000,"train labeled cuts; n=663 pos=48 interval=(14.609, 22.713]; up=False down=False tail=False"
2026-09-19T02:19,R4,4,234af73a,C,y5_ap_od30_ownp80,c_n_days_with_tx_quintile,train,y_rate_q1,0.0634921,0.2055,"train labeled cuts; n=1008 pos=64 interval=(-0.001, 8.0]; up=True down=False tail=False"
2026-09-19T02:19,R4,4,234af73a,C,y5_ap_od30_ownp80,c_n_days_with_tx_quintile,train,y_rate_q2,0.0836502,0.2145,"train labeled cuts; n=1052 pos=88 interval=(8.0, 14.0]; up=True down=False tail=False"
2026-09-19T02:19,R4,4,234af73a,C,y5_ap_od30_ownp80,c_n_days_with_tx_quintile,train,y_rate_q3,0.0895857,0.1821,"train labeled cuts; n=893 pos=80 interval=(14.0, 18.0]; up=True down=False tail=False"
2026-09-19T02:19,R4,4,234af73a,C,y5_ap_od30_ownp80,c_n_days_with_tx_quintile,train,y_rate_q4,0.0934489,0.2116,"train labeled cuts; n=1038 pos=97 interval=(18.0, 22.0]; up=True down=False tail=False"
2026-09-19T02:19,R4,4,234af73a,C,y5_ap_od30_ownp80,c_n_days_with_tx_quintile,train,y_rate_q5,0.0973742,0.1863,"train labeled cuts; n=914 pos=89 interval=(22.0, 31.0]; up=True down=False tail=False"
2026-09-19T02:19,R4,4,234af73a,C,y5_ar_od30_sust,c_n_days_with_tx_quintile,train,y_rate_q1,0.0509745,0.2012,"train labeled cuts; n=667 pos=34 interval=(-0.001, 10.0]; up=False down=False tail=False"
2026-09-19T02:19,R4,4,234af73a,C,y5_ar_od30_sust,c_n_days_with_tx_quintile,train,y_rate_q2,0.0752823,0.2404,"train labeled cuts; n=797 pos=60 interval=(10.0, 16.0]; up=False down=False tail=False"
2026-09-19T02:19,R4,4,234af73a,C,y5_ar_od30_sust,c_n_days_with_tx_quintile,train,y_rate_q3,0.0791269,0.2211,"train labeled cuts; n=733 pos=58 interval=(16.0, 20.0]; up=False down=False tail=False"
2026-09-19T02:19,R4,4,234af73a,C,y5_ar_od30_sust,c_n_days_with_tx_quintile,train,y_rate_q4,0.0634391,0.1807,"train labeled cuts; n=599 pos=38 interval=(20.0, 23.0]; up=False down=False tail=False"
2026-09-19T02:19,R4,4,234af73a,C,y5_ar_od30_sust,c_n_days_with_tx_quintile,train,y_rate_q5,0.0905588,0.1566,"train labeled cuts; n=519 pos=47 interval=(23.0, 31.0]; up=False down=False tail=False"
2026-09-19T02:19,R4,4,234af73a,A,y5_ap_od30_ownp80,a_io_ratio_quintile,train,y_rate_q1,0.0815494,0.2000,"train labeled cuts; n=981 pos=80 interval=(-1696.131, 0.489]; up=False down=False tail=False"
2026-09-19T02:19,R4,4,234af73a,A,y5_ap_od30_ownp80,a_io_ratio_quintile,train,y_rate_q2,0.0907238,0.2000,"train labeled cuts; n=981 pos=89 interval=(0.489, 0.901]; up=False down=False tail=False"
2026-09-19T02:19,R4,4,234af73a,A,y5_ap_od30_ownp80,a_io_ratio_quintile,train,y_rate_q3,0.0927625,0.2000,"train labeled cuts; n=981 pos=91 interval=(0.901, 1.124]; up=False down=False tail=False"
2026-09-19T02:19,R4,4,234af73a,A,y5_ap_od30_ownp80,a_io_ratio_quintile,train,y_rate_q4,0.0978593,0.2000,"train labeled cuts; n=981 pos=96 interval=(1.124, 1.871]; up=False down=False tail=False"
2026-09-19T02:19,R4,4,234af73a,A,y5_ap_od30_ownp80,a_io_ratio_quintile,train,y_rate_q5,0.0632008,0.2000,"train labeled cuts; n=981 pos=62 interval=(1.871, 3.0]; up=False down=False tail=False"
2026-09-19T02:19,R4,4,234af73a,A,y5_ar_od30_sust,a_io_ratio_quintile,train,y_rate_q1,0.0874811,0.2000,"train labeled cuts; n=663 pos=58 interval=(-1696.131, 0.564]; up=False down=False tail=False"
2026-09-19T02:19,R4,4,234af73a,A,y5_ar_od30_sust,a_io_ratio_quintile,train,y_rate_q2,0.0708899,0.2000,"train labeled cuts; n=663 pos=47 interval=(0.564, 0.92]; up=False down=False tail=False"
2026-09-19T02:19,R4,4,234af73a,A,y5_ar_od30_sust,a_io_ratio_quintile,train,y_rate_q3,0.0693816,0.2000,"train labeled cuts; n=663 pos=46 interval=(0.92, 1.126]; up=False down=False tail=False"
2026-09-19T02:19,R4,4,234af73a,A,y5_ar_od30_sust,a_io_ratio_quintile,train,y_rate_q4,0.0618401,0.2000,"train labeled cuts; n=663 pos=41 interval=(1.126, 1.818]; up=False down=False tail=False"
2026-09-19T02:19,R4,4,234af73a,A,y5_ar_od30_sust,a_io_ratio_quintile,train,y_rate_q5,0.0678733,0.2000,"train labeled cuts; n=663 pos=45 interval=(1.818, 3.0]; up=False down=False tail=False"
2026-09-19T02:19,R4,4,234af73a,H,y5_ap_od30_ownp80,h_group_size_quintile,train,y_rate_q1,0.100746,0.2186,"train labeled cuts; n=1072 pos=108 interval=(0.999, 4.0]; up=False down=False tail=False"
2026-09-19T02:19,R4,4,234af73a,H,y5_ap_od30_ownp80,h_group_size_quintile,train,y_rate_q2,0.116408,0.1839,"train labeled cuts; n=902 pos=105 interval=(4.0, 9.0]; up=False down=False tail=False"
2026-09-19T02:19,R4,4,234af73a,H,y5_ap_od30_ownp80,h_group_size_quintile,train,y_rate_q3,0.0950951,0.2037,"train labeled cuts; n=999 pos=95 interval=(9.0, 13.0]; up=False down=False tail=False"
2026-09-19T02:19,R4,4,234af73a,H,y5_ap_od30_ownp80,h_group_size_quintile,train,y_rate_q4,0.0757315,0.2369,"train labeled cuts; n=1162 pos=88 interval=(13.0, 18.0]; up=False down=False tail=False"
2026-09-19T02:19,R4,4,234af73a,H,y5_ap_od30_ownp80,h_group_size_quintile,train,y_rate_q5,0.0285714,0.1570,"train labeled cuts; n=770 pos=22 interval=(18.0, 22.0]; up=False down=False tail=False"
2026-09-19T02:19,R4,4,234af73a,H,y5_ar_od30_sust,h_group_size_quintile,train,y_rate_q1,0.056101,0.2151,"train labeled cuts; n=713 pos=40 interval=(0.999, 4.0]; up=False down=False tail=False"
2026-09-19T02:19,R4,4,234af73a,H,y5_ar_od30_sust,h_group_size_quintile,train,y_rate_q2,0.0598706,0.1864,"train labeled cuts; n=618 pos=37 interval=(4.0, 8.0]; up=False down=False tail=False"
2026-09-19T02:19,R4,4,234af73a,H,y5_ar_od30_sust,h_group_size_quintile,train,y_rate_q3,0.0847029,0.2386,"train labeled cuts; n=791 pos=67 interval=(8.0, 13.0]; up=False down=False tail=False"
2026-09-19T02:19,R4,4,234af73a,H,y5_ar_od30_sust,h_group_size_quintile,train,y_rate_q4,0.0693241,0.1741,"train labeled cuts; n=577 pos=40 interval=(13.0, 17.0]; up=False down=False tail=False"
2026-09-19T02:19,R4,4,234af73a,H,y5_ar_od30_sust,h_group_size_quintile,train,y_rate_q5,0.086039,0.1858,"train labeled cuts; n=616 pos=53 interval=(17.0, 22.0]; up=False down=False tail=False"
2026-09-19T02:19,R4,4,234af73a,D,y5_ap_od30_ownp80,d_tx_cp_share_quintile,train,y_rate_q1,0.0868233,0.2000,"train labeled cuts; n=979 pos=85 interval=(-0.001, 0.00587]; up=False down=False tail=False"
2026-09-19T02:19,R4,4,234af73a,D,y5_ap_od30_ownp80,d_tx_cp_share_quintile,train,y_rate_q2,0.122574,0.2000,"train labeled cuts; n=979 pos=120 interval=(0.00587, 0.147]; up=False down=False tail=False"
2026-09-19T02:19,R4,4,234af73a,D,y5_ap_od30_ownp80,d_tx_cp_share_quintile,train,y_rate_q3,0.095092,0.1998,"train labeled cuts; n=978 pos=93 interval=(0.147, 0.306]; up=False down=False tail=False"
2026-09-19T02:19,R4,4,234af73a,D,y5_ap_od30_ownp80,d_tx_cp_share_quintile,train,y_rate_q4,0.052094,0.2000,"train labeled cuts; n=979 pos=51 interval=(0.306, 0.466]; up=False down=False tail=False"
